,Date Occurred,Crime Code,MO Codes,Address,Cross Street,Location,lat_lng,Zipcode
72788,11/20/2015,121,1402 1206 0448 0408 0516 0527 1218 2004,7TH,HOPE,"(34.048, -118.2577)","[34.048, -118.2577]",90017
72849,11/23/2015,121,0519 0527 1218 0416 0443 0408 0504,200 E  6TH                          ST,,"(34.0446, -118.249)","[34.0446, -118.249]",90014
72979,11/07/2015,121,1206 2002 1219 0527 0501 0516 0913,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)","[34.0617, -118.2469]",90012
72983,11/28/2015,121,1402 1206 0413,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)","[34.0535, -118.256]",90071
73032,11/30/2015,121,1218 1262 0408 0512 0527,100 E  3RD                          ST,,"(34.0496, -118.2458)","[34.0496, -118.2458]",90079
73523,12/11/2015,121,0500 0527,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)","[34.0617, -118.2469]",90012
73540,11/07/2015,121,1402 1261 0448 0527 1824,700 N  FIGUEROA                     ST,,"(34.0635, -118.2458)","[34.0635, -118.2458]",90012
73626,12/20/2015,121,1300 0500 1402,11TH                         ST,FLOWER,"(34.043, -118.2641)","[34.043, -118.2641]",90015
73631,12/14/2015,121,1218 1402 1309 2001 1206 0419 0344 0516 0527,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)","[34.0437, -118.2455]",90014
73905,01/26/2015,121,1262 0500 1415,1200 W  SUNSET                       BL,,"(34.0682, -118.2502)","[34.0682, -118.2502]",90012
73914,02/03/2015,121,1415 0416 0319 0526 0528 0444 0537 0432 1268 0913,400 N  KENMORE                      AV,,"(34.0777, -118.2969)","[34.0777, -118.2969]",90004
73921,02/10/2015,121,0913 1310 0527 1401 1402 1415 1409,4200    MELROSE                      AV,,"(34.0836, -118.2917)","[34.0836, -118.2917]",90029
74035,07/03/2015,121,0500 0400 1415,1000    WILSHIRE                     BL,,"(34.0515, -118.2615)","[34.0515, -118.2615]",90017
74040,07/07/2015,121,1300 0500 0519 0907 0446 0417 0419 0444 1215,ALVARADO,OLYMPIC,"(34.0517, -118.2798)","[34.0517, -118.2798]",90057
74046,07/16/2015,121,0500 1206 1415,900    HELIOTROPE                   DR,,"(34.0881, -118.295)","[34.0881, -118.295]",90029
74053,07/19/2015,121,1402 1415 0419 0400 0507 0342,3RD                          ST,ALVARADO,"(34.063, -118.2727)","[34.063, -118.2727]",90057
74141,09/25/2015,121,1415 0500 0400,3400 W  SUNSET                       BL,,"(34.0875, -118.2758)","[34.0875, -118.2758]",90029
74150,09/30/2015,121,0500 0536 0537 0913 1262,BEVERLY                      BL,KENMORE                      AV,"(34.0763, -118.2966)","[34.0763, -118.2966]",90004
74163,10/10/2015,121,1402 0527 0536 0537 0534 0913,DOUGLAS                      ST,ALLISON                      AV,"(34.0735, -118.2526)","[34.0735, -118.2526]",90026
74176,11/04/2015,121,1415 1402 0448 0444 1206 0527 0344,800 S  PARK VIEW                    ST,,"(34.0563, -118.281)","[34.0563, -118.281]",90057
74185,11/14/2015,121,1415 1402 0444 0527 0537 0536 1206,1200 W  7TH                          ST,,"(34.0515, -118.2658)","[34.0515, -118.2658]",90017
74186,11/14/2015,121,1415 1409 1402 1258 0515 0519 0527 0432 0540 1801,200 S  UNION                        AV,,"(34.0637, -118.2662)","[34.0637, -118.2662]",90057
74197,12/01/2015,121,0500 1409 1415 1202,1200 S  ALVARADO                     ST,,"(34.0488, -118.2817)","[34.0488, -118.2817]",90006
74265,01/04/2015,121,1402 1415 1813 1243 2000,300    PATTON                       ST,,"(34.0652, -118.2592)","[34.0652, -118.2592]",90071
74405,01/09/2015,121,1409 1415 0527 0507 0416 0361 2002 1206 0537 0432,300    LOMA                         DR,,"(34.0599, -118.2655)","[34.0599, -118.2655]",90017
75187,01/18/2015,121,1251 1259 0552 0527,900 S  ALVARADO                     ST,,"(34.0529, -118.2819)","[34.0529, -118.2819]",90057
75233,02/13/2015,121,0400,400 N  HOOVER                       ST,,"(34.08, -118.2881)","[34.08, -118.2881]",90029
75819,03/10/2015,121,0913 0527 1262 1206 1409 1415 1402,HELIOTROPE                   DR,HOLLYWOOD                    FY,"(34.0812, -118.2953)","[34.0812, -118.2953]",90029
75958,02/14/2015,121,2000 1810 0527,600 N  NORMANDIE                    AV,,"(34.0821, -118.3004)","[34.0821, -118.3004]",90004
76183,01/26/2015,121,0400 0500 1251 1259,300    LUCAS                        AV,,"(34.0583, -118.2616)","[34.0583, -118.2616]",90071
76726,03/04/2015,121,1318 0522 1268,800 S  WESTLAKE                     AV,,"(34.0544, -118.2767)","[34.0544, -118.2767]",90057
76727,04/13/2015,121,1318 0522 1268,800 S  WESTLAKE                     AV,,"(34.0544, -118.2767)","[34.0544, -118.2767]",90057
76954,02/01/2015,121,1259 0443 0913 0527 0516 0319,1500 W  8TH                          ST,,"(34.0511, -118.2707)","[34.0511, -118.2707]",90017
77122,04/28/2015,121,0500 0913,200 N  UNION                        AV,,"(34.0657, -118.268)","[34.0657, -118.268]",90057
77265,05/14/2015,121,1415 0423 0421 0302 0500,400 N  KENMORE                      AV,,"(34.0777, -118.2969)","[34.0777, -118.2969]",90004
77288,05/10/2015,121,0507 0500 0432 0416 2002 0913,ALBANY,14TH                         ST,"(34.0417, -118.275)","[34.0417, -118.275]",90015
77660,05/13/2015,121,1813 0500 0319,1600 W  3RD                          ST,,"(34.0599, -118.2655)","[34.0599, -118.2655]",90017
77683,06/01/2015,121,1415 1309 0329 0401 0416 0344 0507,1700    HARTFORD                     AV,,"(34.0505, -118.2684)","[34.0505, -118.2684]",90017
78501,03/01/2015,121,0527,SANTA MONICA,VERMONT,"(34.0814, -118.2962)","[34.0814, -118.2962]",90029
78578,06/12/2015,121,1259 0413 0532 0536 0537 0518,PARK VIEW,CARONDELET                   ST,"(34.0747, -118.2686)","[34.0747, -118.2686]",90026
78729,03/01/2015,121,0416 0432 0444 0500,100 N  LAKE                         ST,,"(34.0671, -118.2713)","[34.0671, -118.2713]",90057
78781,07/15/2015,121,0448 0500 0305 0532 0444 0359 0501 0551 0515 0516,2800 W  SUNSET                       BL,,"(34.082, -118.272)","[34.082, -118.272]",90026
79193,08/01/2015,121,1415 0432 0400 0500 0519,2200 W  8TH                          ST,,"(34.0554, -118.2789)","[34.0554, -118.2789]",90057
79619,08/18/2015,121,0537 0512 0527 0532 0913 0448 1804 1402,2000 W  OLYMPIC                      BL,,"(34.0512, -118.2787)","[34.0512, -118.2787]",90057
80055,09/06/2015,121,0400 2000 0500 1813 0432,1000    WILSHIRE                     BL,,"(34.0515, -118.2615)","[34.0515, -118.2615]",90017
80224,09/13/2015,121,0500,600 S  BURLINGTON                   AV,,"(34.058, -118.2715)","[34.058, -118.2715]",90057
80252,09/11/2015,121,0418 0432 0443 0345 1261,1500 W  8TH                          ST,,"(34.0511, -118.2707)","[34.0511, -118.2707]",90017
80456,09/23/2015,121,0554,600 S  BURLINGTON                   AV,,"(34.058, -118.2715)","[34.058, -118.2715]",90057
80565,09/26/2015,121,2002 0500,6TH                          ST,ALVARADO,"(34.0601, -118.2761)","[34.0601, -118.2761]",90057
80742,10/04/2015,121,1415 1409 1402 0507 0527 1206 2002 1262,1100    SUNVUE                       PL,,"(34.0658, -118.2503)","[34.0658, -118.2503]",90012
80800,10/07/2015,121,1206 1415 0500 2002,300    LOMA                         DR,,"(34.0599, -118.2655)","[34.0599, -118.2655]",90017
81143,10/17/2015,121,0522 0500 0400 0515,600    LUCAS                        AV,,"(34.0552, -118.2675)","[34.0552, -118.2675]",90017
81279,10/25/2015,121,1402 1415 2002 1206 0522 0537 0527 0515 0400,1100    WILSHIRE                     BL,,"(34.0524, -118.2633)","[34.0524, -118.2633]",90017
81296,10/25/2015,121,1262 1415,1ST,BIXEL,"(34.0606, -118.2568)","[34.0606, -118.2568]",90071
82140,10/28/2015,121,0549 0537 0536 0527 0519 0509 0507 0500 0448 0444,6TH,WITMER,"(34.0555, -118.2655)","[34.0555, -118.2655]",90017
82339,12/06/2015,121,1402 1409 0913 0541 0527 0526 0500,2100 W  11TH                         ST,,"(34.0529, -118.2819)","[34.0529, -118.2819]",90057
82475,12/13/2015,121,1415 1402 0432 1817 0507 0519 0527 0401 0409 0906,800 S  LAKE                         ST,,"(34.0554, -118.2789)","[34.0554, -118.2789]",90057
82481,12/13/2015,121,0500 1206 1415,1000    WILSHIRE                     BL,,"(34.0515, -118.2615)","[34.0515, -118.2615]",90017
82805,12/24/2015,121,1206 0400 1402 1415,4200    LOCKWOOD                     AV,,"(34.0887, -118.2845)","[34.0887, -118.2845]",90029
82894,01/09/2015,121,0305 0532 0527 0400 1415 1409,MARTIN LUTHER KING JR,HARVARD,"(34.0109, -118.3067)","[34.0109, -118.3067]",90062
82899,01/13/2015,121,1310 0531 0400 1415 0334 0432 0522 1300 0527 0913,DON RICARDO                  DR,DON DIABLO                   DR,"(34.0067, -118.3515)","[34.0067, -118.3515]",90008
82906,01/24/2015,121,1415 1251 0527 1814 1258 1402 0913 0516,2400 W  VERNON                       AV,,"(34.0072, -118.3201)","[34.0072, -118.3201]",90062
82921,02/14/2015,121,1206 1415 0527 0342 0537 1262 0553 0528,500 W  42ND                         ST,,"(34.0071, -118.2827)","[34.0071, -118.2827]",90037
82946,03/08/2015,121,1415 0400 0432 0500 0510 0522 1823 0527 1402,3900    GIBRALTAR                    AV,,"(34.0161, -118.3547)","[34.0161, -118.3547]",90008
82952,03/18/2015,121,0409 0448 1251 1259 1415 1822 0305 0532 0519 0527,W  48TH                         ST,CRENSHAW                     BL,"(34, -118.3308)","[34.0, -118.3308]",90043
82985,03/27/2015,121,1251 1206 0444 1414 1262 1415 1501,600 W  28TH                         ST,,"(34.0261, -118.2773)","[34.0261, -118.2773]",90007
83042,05/13/2015,121,1251 1415 1409 1501,700 W  28TH                         ST,,"(34.0264, -118.278)","[34.0264, -118.278]",90007
83058,05/14/2015,121,0913 1206 1820 1409 0537 1309 0527 0531,W  JEFFERSON                    BL,S  FIGUEROA                     ST,"(34.023, -118.2824)","[34.023, -118.2824]",90007
83087,06/22/2015,121,0913 0527 1415 0409 1409 1810,4700    TACANA                       ST,,"(34.0163, -118.3507)","[34.0163, -118.3507]",90008
83134,08/29/2015,121,1814 0512 0527 0447 0416 2002 0536 0537 1415 1402,3300 W  ADAMS                        BL,,"(34.0327, -118.3201)","[34.0327, -118.3201]",90018
83149,09/10/2015,121,1305 0444 0527 1822 1415 1409 0418,LEIMERT                      BL,MARTIN LUTHER KING JR        BL,"(34.0164, -118.3312)","[34.0164, -118.3312]",90018
83161,09/20/2015,121,1300 1310 1402 0515 0541 0540 0537 1822 0527,W  JEFFERSON                    BL,10TH                         AV,"(34.0256, -118.3282)","[34.0256, -118.3282]",90018
83181,10/31/2015,121,1251 1415 1402 0913 0527 1815 1414,3100    ORCHARD                      AV,,"(34.0265, -118.2882)","[34.0265, -118.2882]",90007
83193,11/18/2015,121,1262 1415 1409 1402 1401 0527 1823 0537,4000    LA SALLE                     AV,,"(34.0109, -118.3057)","[34.0109, -118.3057]",90062
83205,12/15/2015,121,1251 1259 1415 1402 1501,JEFFERSON,LA BREA,"(34.0255, -118.3548)","[34.0255, -118.3548]",90016
83361,01/06/2015,121,0342 1822 0522 0527 1251,S  WESTERN,W  MARTIN LUTHER KING JR        BL,"(34.0109, -118.3089)","[34.0109, -118.3089]",90062
83446,01/08/2015,121,0448 0536 0537 0527 1251 1259 0305 0443 0444 0516,2500 W  VERNON                       AV,,"(34.0072, -118.3201)","[34.0072, -118.3201]",90062
84045,01/27/2015,121,1310 1311 0342 0418 0400 0527 0413 1300,W  ADAMS                        BL,CRENSHAW                     BL,"(34.0326, -118.335)","[34.0326, -118.335]",90018
84521,02/13/2015,121,1262 1415,3600 W  ADAMS                        BL,,"(34.0326, -118.3239)","[34.0326, -118.3239]",90018
84584,02/17/2015,121,0400 0421 1415 1402 1414 0913 0552 0444 0532 0527,700 W  43RD                         PL,,"(34.0046, -118.2857)","[34.0046, -118.2857]",90037
85658,02/15/2015,121,1251 1259 1817 0532 0536 0527 0400,3400 S  NORTON                       AV,,"(34.0256, -118.3327)","[34.0256, -118.3327]",90018
85869,03/25/2015,121,0400 1402 1415 0913 0519 0527 0516 1414,3400 S  LA BREA                      AV,,"(34.0238, -118.3669)","[34.0238, -118.3669]",90016
86519,04/02/2015,121,1822 0500 0400 0527,W  ADAMS                        BL,S  WESTERN                      AV,"(34.0305, -118.2865)","[34.0305, -118.2865]",90007
86693,03/09/2015,121,0558 1268 1220 0527,4100 S  WESTERN                      AV,,"(34.0099, -118.3089)","[34.0099, -118.3089]",90062
87048,04/25/2015,121,1251 1206 1822 0527 1501 0526 1415,2600    ELLENDALE                    PL,,"(34.0307, -118.2923)","[34.0307, -118.2923]",90007
87483,04/03/2015,121,0500,600 W  41ST                         DR,,"(34.0088, -118.2842)","[34.0088, -118.2842]",90037
87710,05/17/2015,121,0416 0500 0515 0540 0541 0536 0537 0547 1414 1415,3000 S  LA BREA                      AV,,"(34.0272, -118.3537)","[34.0272, -118.3537]",90016
87862,04/21/2015,121,1259 1251 1206,1500 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3062)","[34.0109, -118.3062]",90062
88001,05/15/2015,121,0552 0527 0542 1258 1251,4200    6TH                          AV,,"(34.0072, -118.3239)","[34.0072, -118.3239]",90062
88042,05/26/2015,121,0342 1206 0527 0537 0432 0513 0913 1415 0503 0510,900 W  VERNON                       AV,,"(34.0073, -118.2894)","[34.0073, -118.2894]",90037
88169,05/15/2015,121,0519 0527 0913 1808 0516,S  BRONSON                      ST,W  30TH                         ST,"(34.0276, -118.3338)","[34.0276, -118.3338]",90018
88580,06/08/2015,121,0913 0408 0527 1259 1251 1206 0443,CRENSHAW                     BL,W  43RD                         PL,"(34.0042, -118.3326)","[34.0042, -118.3326]",90043
88678,06/11/2015,121,0334 1414 0432 0913 1415 1402 0448 0527 0443,1100    EXPOSITION                   BL,,"(34.0182, -118.2944)","[34.0182, -118.2944]",90007
88727,06/13/2015,121,0908 1309 1310 1415 0354 0443 0449 0527 1001 1822,29TH                         ST,WESTERN                      AV,"(34.0291, -118.3089)","[34.0291, -118.3089]",90018
88865,06/13/2015,121,1409 1415 1822 0305 0449 1309 0319 0377 0527 0542,W  38TH                         ST,FLOWER                       DR,"(34.0146, -118.2872)","[34.0146, -118.2872]",90037
88883,05/31/2015,121,1822 0416 0305 0527 0445 1262 1206,4100    PALMWOOD                     DR,,"(34.0137, -118.3435)","[34.0137, -118.3435]",90008
89054,06/21/2015,121,1822 0305 0519 0537 0448 0444 1409,EXPOSITION                   BL,CRENSHAW                     BL,"(34.0227, -118.3351)","[34.0227, -118.3351]",90018
89133,06/09/2015,121,1259 0443 0302 0334 0507 0527 0519 1309 1310 0342,W  JEFFERSON                    BL,S  WESTERN                      AV,"(34.0219, -118.2959)","[34.0219, -118.2959]",90007
89640,07/07/2015,121,0305 0334 0302 0542 0527 0516 1415 1409 1402 1822,HILLCREST                    DR,SANTO TOMAS                  DR,"(34.0102, -118.3497)","[34.0102, -118.3497]",90008
89749,07/11/2015,121,0527 0532 1251 1822,2300 S  VERMONT                      AV,,"(34.0351, -118.2915)","[34.0351, -118.2915]",90007
89817,07/14/2015,121,1402 0527 0444 0536 0344 1813 1814 0516 1409 1415,1900 W  22ND                         ST,,"(34.0364, -118.3033)","[34.0364, -118.3033]",90018
90221,07/24/2015,121,1251 1258 0527 0913 0532 0503 0522 0529 1415 1409,700 W  41ST                         PL,,"(34.0078, -118.2857)","[34.0078, -118.2857]",90037
90803,08/10/2015,121,0913 0344 0508 0516 0527 1814 0416,4300    DENKER                       AV,,"(34.0053, -118.3045)","[34.0053, -118.3045]",90062
90847,07/30/2015,121,2000 1814 0515 0540 0527,900 W  42ND                         ST,,"(34.0074, -118.29)","[34.0074, -118.29]",90037
91044,08/14/2015,121,1415 0527 1822 0515 0532 1300 1402 0400,COLISEUM                     ST,MARTIN LUTHER KING JR        BL,"(34.0175, -118.346)","[34.0175, -118.346]",90008
92444,09/19/2015,121,0537 0536 1414 0342 0448 0515 0409 1415 1251 0527,HOOVER                       ST,W  29TH                         ST,"(34.0284, -118.284)","[34.0284, -118.284]",90007
92653,09/26/2015,121,1415 1402 1251 1206 0500,600 W  28TH                         ST,,"(34.0261, -118.2773)","[34.0261, -118.2773]",90007
92772,09/28/2015,121,0500 1402,FLOWER                       ST,FIGUEROA                     ST,"(34.0161, -118.2828)","[34.0161, -118.2828]",90007
93093,10/07/2015,121,2000 1243 0444 0537 0527 1415 1409 1402 1414,1300 W  24TH                         ST,,"(34.0344, -118.289)","[34.0344, -118.289]",90007
93134,05/01/2015,121,1259 1251 0418 0527 1215 0416 0400 1816,4100 S  WESTERN                      AV,,"(34.0099, -118.3089)","[34.0099, -118.3089]",90062
93167,10/09/2015,121,1206 0400 0527 0342 1415,600 W  28TH                         ST,,"(34.0261, -118.2773)","[34.0261, -118.2773]",90007
93337,10/12/2015,121,1822 1309 1310,600 W  28TH                         ST,,"(34.0261, -118.2773)","[34.0261, -118.2773]",90007
93806,06/01/2015,121,1251 1258 0522 0532 0551 0527 0516 0536 0360,3100 W  43RD                         PL,,"(34.0044, -118.3267)","[34.0044, -118.3267]",90062
94027,02/01/2015,121,0913 0516 0526 0448 0429 0536 0537 0510,3400 S  LA BREA                      AV,,"(34.0238, -118.3669)","[34.0238, -118.3669]",90016
94080,08/29/2015,121,1251 1822 0515 0532 0527 1402 1409 1415 1206 1414,2700    MENLO                        AV,,"(34.0304, -118.2903)","[34.0304, -118.2903]",90007
94153,09/11/2015,121,1310 0550 0537 0516 0913 0408 0527,MONTCLAIR                    ST,5TH                          AV,"(34.0297, -118.3224)","[34.0297, -118.3224]",90018
94357,11/06/2015,121,0416 0500 1402 1415,1800 W  24TH                         ST,,"(34.0346, -118.303)","[34.0346, -118.303]",90018
94412,11/05/2015,121,1415 0913 1815 1251 0527 2002 1820,S  VERMONT                      AV,W  29TH                         ST,"(34.0284, -118.2915)","[34.0284, -118.2915]",90007
94541,11/11/2015,121,1415 1402 1822 0526 0523 0527 0400 0432,4100 S  WESTERN                      AV,,"(34.0099, -118.3089)","[34.0099, -118.3089]",90062
94815,05/11/2015,121,0913 0429 0334 0527 0537 0449 0432,3600 S  GRAMERCY                     PL,,"(34.0228, -118.3138)","[34.0228, -118.3138]",90018
95191,11/28/2015,121,1251 1257 0522 0527 1415 1409 1816 1402 0359,1400 W  25TH                         ST,,"(34.0337, -118.2915)","[34.0337, -118.2915]",90007
95821,12/13/2015,121,1415 1402 1259 0515 0519 0527 0554 1251,4000    COCO                         AV,,"(34.0141, -118.3501)","[34.0141, -118.3501]",90008
96123,12/24/2015,121,0432 0527 0519 2002 1820 0416 1409 0507 0532 1415,3800    POTOMAC                      AV,,"(34.015, -118.348)","[34.015, -118.348]",90008
96311,01/28/2015,121,2000 1814 0400 0534 0503 0507 1218 0500 1415,CESAR E CHAVEZ,SOTO,"(34.0468, -118.2078)","[34.0468, -118.2078]",90033
